max_depth,min_samples_split,min_samples_leaf,max_leaf_nodes,cv_accuracy_mean,cv_accuracy_std,rank_test_score
,20,5,,0.8979228486646884,0.0273641350347739,61
10,20,5,,0.8973293768545993,0.028313021820478488,63
10,20,5,50,0.8973293768545993,0.028313021820478488,63
,20,5,20,0.8724035608308605,0.017200447176485962,65
10,2,1,20,0.8724035608308605,0.017200447176485962,65
10,5,1,20,0.8724035608308605,0.017200447176485962,65
10,10,1,20,0.8724035608308605,0.017200447176485962,65
10,20,1,20,0.8724035608308605,0.017200447176485962,65
10,2,2,20,0.8724035608308605,0.017200447176485962,65
10,5,2,20,0.8724035608308605,0.017200447176485962,65
10,10,2,20,0.8724035608308605,0.017200447176485962,65
10,20,2,20,0.8724035608308605,0.017200447176485962,65
10,2,5,20,0.8724035608308605,0.017200447176485962,65
10,5,5,20,0.8724035608308605,0.017200447176485962,65
10,10,5,20,0.8724035608308605,0.017200447176485962,65
,5,1,20,0.8724035608308605,0.017200447176485962,65
,10,1,20,0.8724035608308605,0.017200447176485962,65
,20,1,20,0.8724035608308605,0.017200447176485962,65
,2,2,20,0.8724035608308605,0.017200447176485962,65
,5,2,20,0.8724035608308605,0.017200447176485962,65
,10,2,20,0.8724035608308605,0.017200447176485962,65
,20,2,20,0.8724035608308605,0.017200447176485962,65
,2,5,20,0.8724035608308605,0.017200447176485962,65
,5,5,20,0.8724035608308605,0.017200447176485962,65
,10,5,20,0.8724035608308605,0.017200447176485962,65
10,20,5,20,0.8724035608308605,0.017200447176485962,65
,2,1,20,0.8724035608308605,0.017200447176485962,65
10,2,10,20,0.8706231454005934,0.015200294925656603,89
,10,10,20,0.8706231454005934,0.015200294925656603,89
10,10,10,20,0.8706231454005934,0.015200294925656603,89
10,20,10,20,0.8706231454005934,0.015200294925656603,89
,20,10,20,0.8706231454005934,0.015200294925656603,89
10,5,10,20,0.8706231454005934,0.015200294925656603,89
,5,10,20,0.8706231454005934,0.015200294925656603,89
,2,10,20,0.8706231454005934,0.015200294925656603,89
5,5,1,,0.8231454005934719,0.01543026706231454,97
5,2,1,,0.8231454005934719,0.01543026706231454,97
5,5,2,,0.8225519287833828,0.01446416333169607,99
5,2,2,,0.8225519287833828,0.01446416333169607,99
5,5,1,50,0.8225519287833828,0.01517710605643255,99
5,2,1,50,0.8225519287833828,0.01517710605643255,99
5,2,2,50,0.8213649851632047,0.014943238352539074,103
5,5,2,50,0.8213649851632047,0.014943238352539074,103
5,10,1,,0.8201780415430268,0.018253479524308235,105
5,10,2,,0.8195845697329377,0.016932157409717617,106
5,10,1,50,0.8195845697329377,0.01754509851524567,106
5,5,2,20,0.8183976261127597,0.011928635752072272,108
5,2,2,20,0.8183976261127597,0.011928635752072272,108
5,5,1,20,0.8183976261127597,0.011928635752072272,108
5,2,1,20,0.8183976261127597,0.011928635752072272,108
5,20,1,50,0.8183976261127597,0.0173431919242759,108
5,10,2,50,0.8183976261127596,0.017138906917737257,113
5,10,10,50,0.8178041543026706,0.015430267062314526,114
5,5,10,50,0.8178041543026706,0.015430267062314526,114
5,2,10,50,0.8178041543026706,0.015430267062314526,114
5,20,10,50,0.8178041543026706,0.015430267062314526,114
5,10,10,20,0.8178041543026706,0.015430267062314526,114
5,20,10,20,0.8178041543026706,0.015430267062314526,114
5,20,1,,0.8178041543026706,0.01825347952430823,114
5,2,10,,0.8178041543026706,0.015430267062314526,114
5,5,10,,0.8178041543026706,0.015430267062314526,114
5,10,10,,0.8178041543026706,0.015430267062314526,114
5,2,10,20,0.8178041543026706,0.015430267062314526,114
5,20,10,,0.8178041543026706,0.015430267062314526,114
5,5,10,20,0.8178041543026706,0.015430267062314526,114
5,20,2,50,0.8172106824925816,0.017056507849495434,127
5,20,2,,0.8172106824925816,0.017056507849495434,127
5,10,2,20,0.8166172106824927,0.014705651861559475,129
5,10,1,20,0.8166172106824927,0.014705651861559475,129
5,20,2,20,0.8166172106824925,0.014705651861559473,131
5,20,1,20,0.8166172106824925,0.014705651861559473,131
5,10,5,,0.8154302670623146,0.017138906917737288,133
5,5,5,,0.8154302670623146,0.017138906917737288,133
5,2,5,,0.8154302670623146,0.017138906917737288,133
5,2,5,50,0.8142433234421365,0.017056507849495466,136
5,10,5,50,0.8142433234421365,0.017056507849495466,136
5,2,5,20,0.8142433234421365,0.017056507849495466,136
5,5,5,20,0.8142433234421365,0.017056507849495466,136
5,10,5,20,0.8142433234421365,0.017056507849495466,136
5,5,5,50,0.8142433234421365,0.017056507849495466,136
5,20,5,50,0.8136498516320476,0.017138906917737288,142
5,20,5,20,0.8136498516320476,0.017138906917737288,142
5,20,5,,0.8136498516320476,0.017138906917737288,142
10,2,1,10,0.7382789317507419,0.01222033251155727,145
,20,1,10,0.7382789317507419,0.01222033251155727,145
,10,1,10,0.7382789317507419,0.01222033251155727,145
,5,1,10,0.7382789317507419,0.01222033251155727,145
,2,1,10,0.7382789317507419,0.01222033251155727,145
,10,2,10,0.7382789317507419,0.01222033251155727,145
,20,2,10,0.7382789317507419,0.01222033251155727,145
,2,5,10,0.7382789317507419,0.01222033251155727,145
,5,5,10,0.7382789317507419,0.01222033251155727,145
,10,5,10,0.7382789317507419,0.01222033251155727,145
,20,5,10,0.7382789317507419,0.01222033251155727,145
,2,10,10,0.7382789317507419,0.01222033251155727,145
,5,10,10,0.7382789317507419,0.01222033251155727,145
,10,10,10,0.7382789317507419,0.01222033251155727,145
,20,10,10,0.7382789317507419,0.01222033251155727,145
,2,2,10,0.7382789317507419,0.01222033251155727,145
,5,2,10,0.7382789317507419,0.01222033251155727,145
10,20,1,10,0.7382789317507419,0.01222033251155727,145
10,5,1,10,0.7382789317507419,0.01222033251155727,145
10,5,2,10,0.7382789317507419,0.01222033251155727,145
10,10,2,10,0.7382789317507419,0.01222033251155727,145
10,20,2,10,0.7382789317507419,0.01222033251155727,145
10,2,5,10,0.7382789317507419,0.01222033251155727,145
10,5,5,10,0.7382789317507419,0.01222033251155727,145
10,10,1,10,0.7382789317507419,0.01222033251155727,145
10,10,5,10,0.7382789317507419,0.01222033251155727,145
10,20,5,10,0.7382789317507419,0.01222033251155727,145
10,20,10,10,0.7382789317507419,0.01222033251155727,145
10,2,10,10,0.7382789317507419,0.01222033251155727,145
10,5,10,10,0.7382789317507419,0.01222033251155727,145
10,10,10,10,0.7382789317507419,0.01222033251155727,145
10,2,2,10,0.7382789317507419,0.01222033251155727,145
5,2,2,10,0.7364985163204748,0.015521301876109221,177
5,20,10,10,0.7364985163204748,0.015521301876109221,177
5,20,1,10,0.7364985163204748,0.015521301876109221,177
5,10,10,10,0.7364985163204748,0.015521301876109221,177
5,5,10,10,0.7364985163204748,0.015521301876109221,177
5,2,10,10,0.7364985163204748,0.015521301876109221,177
5,20,5,10,0.7364985163204748,0.015521301876109221,177
5,10,5,10,0.7364985163204748,0.015521301876109221,177
5,5,5,10,0.7364985163204748,0.015521301876109221,177
5,2,5,10,0.7364985163204748,0.015521301876109221,177
5,20,2,10,0.7364985163204748,0.015521301876109221,177
5,10,2,10,0.7364985163204748,0.015521301876109221,177
5,2,1,10,0.7364985163204748,0.015521301876109221,177
5,5,1,10,0.7364985163204748,0.015521301876109221,177
5,10,1,10,0.7364985163204748,0.015521301876109221,177
5,5,2,10,0.7364985163204748,0.015521301876109221,177
3,5,10,10,0.629080118694362,0.006224384855609233,193
3,10,10,10,0.629080118694362,0.006224384855609233,193
3,2,10,10,0.629080118694362,0.006224384855609233,193
3,2,1,10,0.629080118694362,0.006224384855609233,193
3,10,5,10,0.629080118694362,0.006224384855609233,193
3,5,1,,0.629080118694362,0.006224384855609233,193
3,10,1,,0.629080118694362,0.006224384855609233,193
3,20,1,,0.629080118694362,0.006224384855609233,193
3,5,5,,0.629080118694362,0.006224384855609233,193
3,10,5,,0.629080118694362,0.006224384855609233,193
3,20,5,,0.629080118694362,0.006224384855609233,193
3,2,10,,0.629080118694362,0.006224384855609233,193
3,5,10,,0.629080118694362,0.006224384855609233,193
3,10,10,,0.629080118694362,0.006224384855609233,193
3,20,10,,0.629080118694362,0.006224384855609233,193
3,5,1,10,0.629080118694362,0.006224384855609233,193
3,10,1,10,0.629080118694362,0.006224384855609233,193
3,20,1,10,0.629080118694362,0.006224384855609233,193
3,2,5,10,0.629080118694362,0.006224384855609233,193
3,5,5,10,0.629080118694362,0.006224384855609233,193
3,20,5,10,0.629080118694362,0.006224384855609233,193
3,2,5,,0.629080118694362,0.006224384855609233,193
3,2,1,,0.629080118694362,0.006224384855609233,193
3,2,1,20,0.629080118694362,0.006224384855609233,193
3,20,10,50,0.629080118694362,0.006224384855609233,193
3,10,10,50,0.629080118694362,0.006224384855609233,193
3,5,10,50,0.629080118694362,0.006224384855609233,193
3,2,10,50,0.629080118694362,0.006224384855609233,193
3,20,5,50,0.629080118694362,0.006224384855609233,193
3,10,5,50,0.629080118694362,0.006224384855609233,193
3,5,5,50,0.629080118694362,0.006224384855609233,193
3,2,5,50,0.629080118694362,0.006224384855609233,193
3,20,1,50,0.629080118694362,0.006224384855609233,193
3,10,1,50,0.629080118694362,0.006224384855609233,193
3,5,1,50,0.629080118694362,0.006224384855609233,193
3,20,10,10,0.629080118694362,0.006224384855609233,193
3,20,10,20,0.629080118694362,0.006224384855609233,193
3,2,1,50,0.629080118694362,0.006224384855609233,193
3,5,10,20,0.629080118694362,0.006224384855609233,193
3,5,1,20,0.629080118694362,0.006224384855609233,193
3,10,1,20,0.629080118694362,0.006224384855609233,193
3,20,1,20,0.629080118694362,0.006224384855609233,193
3,10,10,20,0.629080118694362,0.006224384855609233,193
3,5,5,20,0.629080118694362,0.006224384855609233,193
3,10,5,20,0.629080118694362,0.006224384855609233,193
3,2,5,20,0.629080118694362,0.006224384855609233,193
3,2,10,20,0.629080118694362,0.006224384855609233,193
3,20,5,20,0.629080118694362,0.006224384855609233,193
3,20,2,10,0.6278931750741841,0.007170947165338045,241
3,10,2,10,0.6278931750741841,0.007170947165338045,241
3,5,2,10,0.6278931750741841,0.007170947165338045,241
3,2,2,,0.6278931750741841,0.007170947165338045,241
3,5,2,,0.6278931750741841,0.007170947165338045,241
3,10,2,,0.6278931750741841,0.007170947165338045,241
3,20,2,,0.6278931750741841,0.007170947165338045,241
3,2,2,20,0.6278931750741841,0.007170947165338045,241
3,10,2,20,0.6278931750741841,0.007170947165338045,241
3,20,2,20,0.6278931750741841,0.007170947165338045,241
3,2,2,10,0.6278931750741841,0.007170947165338045,241
3,20,2,50,0.6278931750741841,0.007170947165338045,241
3,10,2,50,0.6278931750741841,0.007170947165338045,241
3,5,2,50,0.6278931750741841,0.007170947165338045,241
3,5,2,20,0.6278931750741841,0.007170947165338045,241
3,2,2,50,0.6278931750741841,0.007170947165338045,241
